trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
gnl.UG.Ssc.S19545806	16	32223461	dominant	4.96 	NA	NA	NA
gnl.UG.Ssc.S18553771	2	128982107	overdominant	4.70 	NA	NA	NA
gnl.UG.Ssc.S46879229	11	80795537	overdominant	4.88 	5	105710667	105712524
OVR01_0070_A04	14	148631464	overdominant	4.83 	4	81090105	81122727
gnl.UG.Ssc.S35165070	8	7050948	overdominant	4.49 	6	41551139	41578425
gnl.UG.Ssc.S35164521	7	104598913	overdominant	5.21 	13	33143399	33230081
AMP01_0018_H04	12	59563353	overdominant	5.20 	1	241783024	241786341
gnl.UG.Ssc.S18378462	16	73708827	overdominant	5.92 	NA	NA	NA
gnl.UG.Ssc.S31134221	15	125288979	overdominant	4.81 	NA	NA	NA
gnl.UG.Ssc.S35172054	17	41888162	overdominant	5.55 	3	90513400	90543451
gnl.UG.Ssc.S40478265	4	71354777	dominant	5.65 	4	31379833	31473563
gnl.UG.Ssc.S18381035	5	8674209	dominant	4.70 	8	47675547	47774058
gnl.UG.Ssc.S23760447	9	94988124	partial-dominant	30.04 	3	33043721	33064367
OVR01_0008_C06	7	52631322	overdominant	4.85 	NA	NA	NA
SKNB1_0058_F07	12	35040331	overdominant	4.59 	NA	NA	NA
gnl.UG.Ssc.S19540060	8	31398090	overdominant	4.94 	NA	NA	NA
gnl.UG.Ssc.S35165460	2	150113204	dominant	4.88 	1	152187935	152195047
OVRM1_0016_E03	5	68832475	partial-dominant	8.41 	5	69417021	69481222
gnl.UG.Ssc.S23772152	16	46893077	overdominant	4.86 	NA	NA	NA
gnl.UG.Ssc.S40489755	8	113305503	overdominant	4.58 	NA	NA	NA
gnl.UG.Ssc.S15846971	5	49610372	overdominant	4.52 	NA	NA	NA
gnl.UG.Ssc.S40130919	16	59182785	overdominant	4.67 	NA	NA	NA
gnl.UG.Ssc.S46880024	4	15870204	overdominant	4.82 	4	103281417	103290671
gnl.UG.Ssc.S46879195	12	41188918	overdominant	4.68 	5	50344703	50375547
gnl.UG.Ssc.S39995010	12	5417273	dominant	4.50 	5	65936377	65956837
gnl.UG.Ssc.S31111886	1	59833653	dominant	4.91 	1	39452655	39466770
gnl.UG.Ssc.S18545870	7	99448921	dominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S39767488	10	2058429	dominant	4.55 	3	125415903	125535990
gnl.UG.Ssc.S46878941	9	17607158	overdominant	4.62 	7	122012985	122043651
MLTL1_0038_D11	8	144423490	additive	74.54 	NA	NA	NA
gnl.UG.Ssc.S35169878	11	18397782	overdominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S23212969	1	24919418	overdominant	4.78 	NA	NA	NA
gnl.UG.Ssc.S18556935	14	82017521	overdominant	4.61 	X	51468444	51503194
gnl.UG.Ssc.S34501858	1	59395215	overdominant	5.00 	6	134068990	134081998
PBL01_0084_E06	10	50058710	overdominant	4.63 	8	20436461	20540775
gnl.UG.Ssc.S23767917	7	22080056	overdominant	4.60 	NA	NA	NA
gnl.UG.Ssc.S23770902	5	100547768	overdominant	4.79 	12	19859931	19892872
gnl.UG.Ssc.S40283791	12	3852901	overdominant	4.66 	NA	NA	NA
SPL01_0032_B01	12	49349550	overdominant	4.52 	NA	NA	NA
gnl.UG.Ssc.S39766892	6	72452853	partial-dominant	5.68 	NA	NA	NA
gnl.UG.Ssc.S19545749	1	4894265	overdominant	4.62 	9	40632923	40676082
gnl.UG.Ssc.S40064881	14	150711280	dominant	4.89 	NA	NA	NA
gnl.UG.Ssc.S46876066	17	42024585	overdominant	4.60 	17	28115797	28384383
LVRM1_0206_C08	14	104355465	overdominant	4.92 	7	3154140	3155711
gnl.UG.Ssc.S40039005	2	7998883	overdominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S6040361	5	105431960	overdominant	4.64 	NA	NA	NA
gnl.UG.Ssc.S46876405	15	43955816	dominant	4.55 	14	24054519	24084125
gnl.UG.Ssc.S18552408	1	139968089	dominant	4.55 	NA	NA	NA
gnl.UG.Ssc.S16514435	10	64649136	overdominant	4.97 	NA	NA	NA
gnl.UG.Ssc.S35173035	1	305234291	dominant	4.90 	NA	NA	NA
OVRM1_0107_B07	4	72028276	overdominant	5.09 	NA	NA	NA
gnl.UG.Ssc.S18552888	18	28336837	dominant	4.58 	NA	NA	NA
gnl.UG.Ssc.S19542061	12	4396633	overdominant	5.17 	NA	NA	NA
PBL01_0026_F02	2	44089380	overdominant	4.73 	NA	NA	NA
gnl.UG.Ssc.S18552988	4	73851996	overdominant	5.77 	GL895994.1	48802	65844
gnl.UG.Ssc.S6080826	17	41558311	overdominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S6080079	7	102455375	overdominant	4.99 	NA	NA	NA
gnl.UG.Ssc.S39890488	14	32104752	dominant	5.54 	NA	NA	NA
gnl.UG.Ssc.S40591445	6	96365981	partial-dominant	27.02 	6	96440979	96441450
gnl.UG.Ssc.S18378962	1	241983957	overdominant	4.68 	3	62435510	62456463
gnl.UG.Ssc.S35164477	9	15999539	dominant	4.81 	18	21699125	21702395
gnl.UG.Ssc.S40003717	18	59625294	overdominant	4.54 	6	47854514	47856294
gnl.UG.Ssc.S35169497	3	117078107	overdominant	4.65 	6	112288548	112359880
gnl.UG.Ssc.S50183704	11	6324357	overdominant	4.97 	NA	NA	NA
MLN01_0063_D12	11	53081699	overdominant	4.78 	16	81876143	81884010
gnl.UG.Ssc.S39801458	5	73962183	overdominant	4.61 	NA	NA	NA
OVRM1_0183_G03	16	35839844	overdominant	8.90 	NA	NA	NA
gnl.UG.Ssc.S22277516	13	21956708	partial-dominant	20.11 	NA	NA	NA
gnl.UG.Ssc.S17526020	6	111244833	overdominant	4.98 	2	60617975	60624203
gnl.UG.Ssc.S5993265	11	83976808	overdominant	4.60 	NA	NA	NA
PTG01_0035_B10	14	28045503	overdominant	4.79 	NA	NA	NA
gnl.UG.Ssc.S5987782	1	185755558	dominant	4.70 	NA	NA	NA
gnl.UG.Ssc.S35167812	1	58428758	dominant	4.63 	7	27765231	27771676
gnl.UG.Ssc.S40171241	16	1055062	overdominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S6073375	2	137241803	overdominant	4.68 	NA	NA	NA
THY01_0036_F10	7	20063918	overdominant	4.63 	NA	NA	NA
gnl.UG.Ssc.S18549086	12	62407052	overdominant	5.12 	15	70671007	70679616
gnl.UG.Ssc.S21579411	15	20011263	dominant	4.77 	GL895352.1	15711	29819
gnl.UG.Ssc.S35168063	15	89224663	dominant	4.94 	12	63033651	63057951
gnl.UG.Ssc.S23213514	9	151659207	overdominant	4.81 	15	1931293	1950545
gnl.UG.Ssc.S46879630	4	97098814	additive	79.01 	4	97103619	97113988
gnl.UG.Ssc.S26388568	10	73596905	dominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S35169971	5	57647715	dominant	6.13 	NA	NA	NA
gnl.UG.Ssc.S26653060	16	9389665	dominant	4.60 	GL894367.1	4548	52504
gnl.UG.Ssc.S18383812	4	57775199	overdominant	4.66 	NA	NA	NA
gnl.UG.Ssc.S18387207	6	86232706	overdominant	4.56 	8	89409226	89540390
LNG01_0013_E07	1	215183377	overdominant	4.76 	4	88844010	88845129
OVRM1_0210_E12	7	89255863	overdominant	4.50 	8	59014046	59067819
gnl.UG.Ssc.S18380357	4	121919676	overdominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S23690001	7	6955465	dominant	5.00 	2	73724890	73726884
SPL01_0005_D03	11	42642971	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S31114308	17	57095969	dominant	6.32 	NA	NA	NA
gnl.UG.Ssc.S17511887	17	49528763	overdominant	4.82 	NA	NA	NA
gnl.UG.Ssc.S35164706	16	37448044	overdominant	5.07 	7	20739307	20748725
OVRM1_0198_B01	11	83403851	overdominant	4.73 	NA	NA	NA
gnl.UG.Ssc.S43509763	9	142281673	overdominant	4.86 	7	69920925	69924154
gnl.UG.Ssc.S34500375	8	16351230	dominant	5.95 	NA	NA	NA
gnl.UG.Ssc.S35174253	4	140216348	dominant	5.10 	15	66266814	66381975
gnl.UG.Ssc.S35166401	1	185121617	overdominant	5.27 	GL893785.2	12519	76125
gnl.UG.Ssc.S35173243	2	365309	overdominant	5.22 	NA	NA	NA
gnl.UG.Ssc.S39765406	8	96940937	overdominant	4.68 	NA	NA	NA
DCI01_0066_C05	3	26704812	partial-dominant	19.30 	GL894597.1	100542	110343
gnl.UG.Ssc.S46877187	9	21405603	overdominant	4.52 	14	124035120	124116597
gnl.UG.Ssc.S40499128	4	25949471	dominant	6.41 	NA	NA	NA
gnl.UG.Ssc.S35168884	8	18115969	additive	54.08 	8	16905166	16910788
gnl.UG.Ssc.S31114178	18	4269454	overdominant	5.26 	5	35681781	35736754
gnl.UG.Ssc.S29462637	7	37366668	overdominant	4.59 	NA	NA	NA
gnl.UG.Ssc.S36363530	13	202400017	overdominant	5.13 	NA	NA	NA
gnl.UG.Ssc.S17501934	13	192649574	overdominant	4.50 	NA	NA	NA
ITT01_0023_F12	9	99173519	overdominant	5.04 	14	31058988	31080075
gnl.UG.Ssc.S23213398	7	79409167	overdominant	5.12 	1	208103923	208149922
gnl.UG.Ssc.S35166300	10	33220686	overdominant	4.50 	NA	NA	NA
PTG01_0086_D02	2	7103886	partial-dominant	25.37 	NA	NA	NA
gnl.UG.Ssc.S18553551	10	65761962	overdominant	4.59 	6	69680273	69761297
gnl.UG.Ssc.S50166558	13	31119717	partial-dominant	33.60 	NA	NA	NA
gnl.UG.Ssc.S39776911	15	22394509	dominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S29462724	6	16261677	overdominant	5.13 	3	49693956	49735090
gnl.UG.Ssc.S19549165	4	123235138	overdominant	4.96 	NA	NA	NA
gnl.UG.Ssc.S27602048	2	137699131	dominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S35171760	9	93596926	dominant	4.81 	NA	NA	NA
gnl.UG.Ssc.S46877746	6	140603308	overdominant	4.55 	13	3593708	3627118
SKNB1_0035_C08	5	65950020	overdominant	4.50 	9	118047025	118084880
gnl.UG.Ssc.S16512351	17	20906382	dominant	5.08 	17	52943152	52982857
gnl.UG.Ssc.S31103525	8	130722624	dominant	4.91 	NA	NA	NA
gnl.UG.Ssc.S6028811	15	121454203	dominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S18549327	15	64041172	overdominant	5.51 	2	77007221	77009958
gnl.UG.Ssc.S18358066	5	12902127	overdominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S40185749	8	11036292	partial-dominant	50.72 	NA	NA	NA
OVR01_0029_H10	4	87042710	dominant	4.55 	6	153408231	153411931
gnl.UG.Ssc.S29987873	11	11951934	overdominant	5.43 	NA	NA	NA
gnl.UG.Ssc.S18385985	10	70638252	overdominant	4.62 	NA	NA	NA
gnl.UG.Ssc.S34502803	13	163963155	dominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S49953839	7	42787330	dominant	6.55 	GL896267.1	46047	50431
gnl.UG.Ssc.S35168584	6	12857432	overdominant	4.61 	14	33232345	33251978
gnl.UG.Ssc.S18354028	8	2234563	dominant	4.91 	NA	NA	NA
gnl.UG.Ssc.S6055465	5	1981830	overdominant	4.83 	2	112660166	112712718
gnl.UG.Ssc.S18380346	4	80283515	dominant	4.69 	1	109623474	109629410
gnl.UG.Ssc.S26710802	1	289152466	overdominant	4.79 	NA	NA	NA
gnl.UG.Ssc.S35174215	4	13737955	overdominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S18384305	12	32777362	overdominant	4.52 	13	143408460	143437991
gnl.UG.Ssc.S46877613	18	49474266	overdominant	4.53 	NA	NA	NA
OVRM1_0191_G08	15	9026506	overdominant	5.04 	7	9152653	9159251
gnl.UG.Ssc.S39855222	11	52897472	overdominant	4.74 	NA	NA	NA
AMP01_0026_F06	10	9312664	overdominant	4.88 	9	102743697	102788243
gnl.UG.Ssc.S23213326	6	49351202	overdominant	5.02 	6	35027656	35037796
gnl.UG.Ssc.S40074871	11	68547398	overdominant	4.78 	NA	NA	NA
gnl.UG.Ssc.S35166666	7	112399724	overdominant	5.10 	NA	NA	NA
gnl.UG.Ssc.S17511884	2	117664593	dominant	4.59 	NA	NA	NA
gnl.UG.Ssc.S35171233	17	30063721	overdominant	4.50 	NA	NA	NA
gnl.UG.Ssc.S50200843	6	135325751	overdominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S18548498	18	54109126	overdominant	6.78 	NA	NA	NA
gnl.UG.Ssc.S35173879	1	105197107	dominant	4.71 	NA	NA	NA
UTR01_0002_B10	18	2147174	overdominant	4.64 	NA	NA	NA
gnl.UG.Ssc.S35165552	13	187464733	overdominant	5.17 	NA	NA	NA
gnl.UG.Ssc.S18384377	3	102541661	dominant	5.50 	NA	NA	NA
gnl.UG.Ssc.S26712629	3	18738936	overdominant	4.72 	NA	NA	NA
gnl.UG.Ssc.S6041928	15	144617973	overdominant	5.35 	18	14325774	14367417
gnl.UG.Ssc.S35169804	4	62177861	overdominant	4.57 	5	6490153	6494212
gnl.UG.Ssc.S35167283	17	60620989	overdominant	4.58 	10	37574130	37635309
PBL01_0051_E12	16	40783785	overdominant	4.77 	NA	NA	NA
gnl.UG.Ssc.S50197282	5	62462314	overdominant	4.58 	17	65648382	65701273
gnl.UG.Ssc.S35173183	10	184863	dominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S17518103	17	66440057	overdominant	4.91 	NA	NA	NA
gnl.UG.Ssc.S46876187	10	25898826	dominant	5.03 	15	111727877	111761010
gnl.UG.Ssc.S35167669	9	59375567	overdominant	5.24 	NA	NA	NA
gnl.UG.Ssc.S27604348	13	205140335	overdominant	4.94 	NA	NA	NA
gnl.UG.Ssc.S35171439	4	94677643	dominant	4.80 	15	55502052	55509990
gnl.UG.Ssc.S35166265	7	47635967	overdominant	4.88 	10	10354223	10478457
gnl.UG.Ssc.S35174057	7	97661713	overdominant	4.89 	12	41546591	41555533
OVRM1_0107_A07	4	76023681	dominant	6.20 	NA	NA	NA
gnl.UG.Ssc.S41576201	7	61915935	overdominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S17516141	11	2379745	dominant	7.19 	NA	NA	NA
gnl.UG.Ssc.S35173936	14	105383689	dominant	4.50 	9	9400615	9443427
OVRM1_0056_B03	18	41120309	dominant	4.56 	3	58263606	58364607
gnl.UG.Ssc.S31101620	5	103046152	overdominant	5.10 	14	46976810	46992501
gnl.UG.Ssc.S39889376	3	12159746	dominant	4.80 	NA	NA	NA
AMP01_0075_D03	6	18816384	overdominant	4.92 	9	50747515	50757754
gnl.UG.Ssc.S35173718	14	148044844	overdominant	4.51 	12	54845282	54848052
gnl.UG.Ssc.S40513578	2	42114818	partial-dominant	24.63 	2	41963507	41980418
gnl.UG.Ssc.S23764058	6	46893592	overdominant	4.71 	NA	NA	NA
gnl.UG.Ssc.S35168118	1	288036346	overdominant	4.48 	NA	NA	NA
gnl.UG.Ssc.S16516458	8	31467706	overdominant	4.67 	NA	NA	NA
gnl.UG.Ssc.S18551074	15	4706667	overdominant	5.35 	NA	NA	NA
AMP01_0071_H02	17	61730996	dominant	4.72 	11	19618738	19644075
gnl.UG.Ssc.S39985812	8	1909949	overdominant	4.67 	NA	NA	NA
gnl.UG.Ssc.S40478968	12	41939390	dominant	4.64 	NA	NA	NA
gnl.UG.Ssc.S46877361	8	33740711	overdominant	4.54 	14	144091560	144092736
gnl.UG.Ssc.S21502436	14	33673401	dominant	4.87 	15	52526606	52592779
DCI01_0066_C05	10	54839	partial-dominant	10.65 	GL894597.1	100542	110343
TCH01_0057_H05	7	6058750	dominant	5.07 	13	67224767	67234400
gnl.UG.Ssc.S18304115	11	54954986	dominant	4.97 	NA	NA	NA
gnl.UG.Ssc.S35167987	10	20744280	overdominant	5.34 	12	15217902	15285638
gnl.UG.Ssc.S18384988	10	64984923	overdominant	4.51 	9	118217376	118236706
TES01_0020_F02	4	128084224	overdominant	4.70 	NA	NA	NA
gnl.UG.Ssc.S46881282	9	52833797	dominant	4.79 	NA	NA	NA
gnl.UG.Ssc.S35165215	9	29100716	dominant	4.56 	8	124530590	124532085
DCI01_0066_C05	17	11429436	overdominant	4.53 	GL894597.1	100542	110343
gnl.UG.Ssc.S23695896	16	70269239	dominant	4.61 	NA	NA	NA
gnl.UG.Ssc.S6085761	11	74827003	dominant	4.62 	13	12197567	12222739
gnl.UG.Ssc.S29974909	7	122833026	overdominant	4.48 	NA	NA	NA
gnl.UG.Ssc.S23213147	14	91261955	overdominant	5.64 	7	43616539	43621036
gnl.UG.Ssc.S31125949	1	146067879	dominant	6.26 	NA	NA	NA
gnl.UG.Ssc.S18549808	6	79924228	dominant	5.75 	NA	NA	NA
gnl.UG.Ssc.S50210687	14	30740795	dominant	4.61 	7	52785635	52806254
gnl.UG.Ssc.S35171038	8	109779460	dominant	4.55 	3	18543783	18548268
gnl.UG.Ssc.S17525951	13	9228944	dominant	4.83 	NA	NA	NA
gnl.UG.Ssc.S46875792	8	139134037	overdominant	4.72 	X	137792661	137831725
gnl.UG.Ssc.S17510736	2	129619285	dominant	4.69 	1	303074195	303088325
gnl.UG.Ssc.S34529071	7	112604795	overdominant	4.93 	NA	NA	NA
gnl.UG.Ssc.S18548805	5	59906559	partial-dominant	4.91 	18	35904425	35907118
gnl.UG.Ssc.S14959900	13	11945775	dominant	4.51 	13	79606188	79613715
gnl.UG.Ssc.S39940822	7	121984372	dominant	4.49 	NA	NA	NA
gnl.UG.Ssc.S35171229	12	60280613	overdominant	5.57 	NA	NA	NA
gnl.UG.Ssc.S35173693	9	137209096	overdominant	4.66 	7	1832641	1835126
gnl.UG.Ssc.S46877114	1	255734516	overdominant	4.52 	14	138801329	138903799
gnl.UG.Ssc.S35166645	3	89138287	overdominant	6.13 	NA	NA	NA
gnl.UG.Ssc.S22271745	1	135569814	overdominant	4.66 	NA	NA	NA
gnl.UG.Ssc.S35168557	1	143935817	overdominant	4.57 	12	55960748	55962823
gnl.UG.Ssc.S46876905	7	18925902	dominant	5.68 	14	59110063	59117630
gnl.UG.Ssc.S35168710	8	849384	dominant	5.10 	NA	NA	NA
MLTL1_0014_G08	16	63602970	dominant	5.96 	15	124861890	124886860
gnl.UG.Ssc.S50207550	13	60165976	overdominant	11.00 	10	28310670	28313594
gnl.UG.Ssc.S35166877	14	13883511	overdominant	4.67 	2	142676614	142696017
gnl.UG.Ssc.S18378770	8	40852645	overdominant	4.67 	12	62113307	62132250
gnl.UG.Ssc.S46879389	1	220797586	overdominant	5.09 	5	20442128	20465312
gnl.UG.Ssc.S34498219	1	223043310	dominant	5.15 	10	50589	62614
gnl.UG.Ssc.S26727906	1	306398575	dominant	4.67 	NA	NA	NA
gnl.UG.Ssc.S17525951	4	107356545	overdominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S23776700	12	40315806	overdominant	5.44 	14	138373869	138474890
gnl.UG.Ssc.S50165637	7	29457826	overdominant	5.61 	NA	NA	NA
gnl.UG.Ssc.S34503005	11	80335658	dominant	5.30 	NA	NA	NA
ADR01_0044_F08	10	21312169	overdominant	4.76 	2	71607470	71646401
gnl.UG.Ssc.S18552222	7	33017627	overdominant	5.86 	11	86377301	86424896
gnl.UG.Ssc.S23761475	12	45275338	overdominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S34529887	13	144145817	partial-dominant	20.99 	NA	NA	NA
ADR01_0049_H07	8	15992070	dominant	4.56 	NA	NA	NA
gnl.UG.Ssc.S46878681	10	13346335	dominant	4.96 	NA	NA	NA
gnl.UG.Ssc.S35168094	11	55678447	overdominant	5.01 	3	117257007	117275131
SKNB1_0058_G10	12	6161500	dominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S46881001	11	14196029	overdominant	5.42 	NA	NA	NA
ADR01_0044_F08	7	110875361	dominant	4.51 	2	71607470	71646401
gnl.UG.Ssc.S35173131	6	156285129	dominant	5.66 	5	24934481	24979159
gnl.UG.Ssc.S35170461	14	12893846	dominant	6.48 	NA	NA	NA
gnl.UG.Ssc.S34518379	15	53786238	partial-dominant	22.90 	NA	NA	NA
gnl.UG.Ssc.S35168319	10	17682279	overdominant	4.60 	5	55270409	55298002
gnl.UG.Ssc.S46881117	6	117341966	additive	51.16 	1	310088015	310099565
AMP01_0097_F06	10	11654673	overdominant	4.74 	NA	NA	NA
gnl.UG.Ssc.S46881249	1	71434029	overdominant	4.88 	1	23480022	23510485
gnl.UG.Ssc.S18557503	10	65438854	overdominant	4.51 	NA	NA	NA
gnl.UG.Ssc.S21559883	8	8818214	overdominant	4.57 	NA	NA	NA
gnl.UG.Ssc.S35168946	5	8499914	overdominant	5.18 	13	34998036	35001762
gnl.UG.Ssc.S35164912	4	120752641	additive	43.71 	NA	NA	NA
gnl.UG.Ssc.S35169647	17	41226447	overdominant	4.52 	13	43455340	43545275
gnl.UG.Ssc.S39803295	9	13427965	overdominant	5.45 	NA	NA	NA
gnl.UG.Ssc.S26725671	9	125367496	partial-dominant	24.67 	NA	NA	NA
gnl.UG.Ssc.S35169095	11	68376376	overdominant	4.92 	NA	NA	NA
gnl.UG.Ssc.S46879443	1	7511838	overdominant	5.65 	5	12291435	12312996
gnl.UG.Ssc.S26722760	10	4743787	overdominant	4.67 	NA	NA	NA
gnl.UG.Ssc.S40162503	14	6926179	overdominant	4.66 	NA	NA	NA
gnl.UG.Ssc.S6080988	7	56849029	overdominant	5.32 	NA	NA	NA
TCH01_0072_A01	8	112965929	dominant	4.61 	3	140460648	140469285
gnl.UG.Ssc.S23776620	5	4517270	dominant	7.55 	NA	NA	NA
SMG01_0005_D12	1	307934149	additive	72.90 	NA	NA	NA
gnl.UG.Ssc.S23689787	5	52019205	additive	71.86 	5	49599465	49650230
gnl.UG.Ssc.S24520634	4	132730990	overdominant	4.54 	8	140501465	140515963
gnl.UG.Ssc.S46878520	5	68832289	overdominant	4.58 	7	86260372	86267874
gnl.UG.Ssc.S16771179	1	268751247	dominant	4.54 	NA	NA	NA
gnl.UG.Ssc.S46879279	14	8882450	overdominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S18383932	1	174330162	overdominant	4.59 	NA	NA	NA
gnl.UG.Ssc.S23763835	12	7909937	dominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S35171245	12	47292193	overdominant	4.73 	7	29036552	29042147
gnl.UG.Ssc.S35165971	3	121379081	dominant	5.15 	13	26291237	26304508
gnl.UG.Ssc.S18552843	15	137743389	overdominant	4.67 	1	270188253	270408601
gnl.UG.Ssc.S35173075	4	105800661	overdominant	4.65 	4	84154775	84172664
gnl.UG.Ssc.S40310708	14	33775751	overdominant	6.50 	NA	NA	NA
gnl.UG.Ssc.S19539374	6	34787357	dominant	5.54 	NA	NA	NA
gnl.UG.Ssc.S50674927	7	37288793	overdominant	4.54 	16	20792525	20819543
gnl.UG.Ssc.S49953830	1	294654217	overdominant	4.58 	14	120718816	120753902
gnl.UG.Ssc.S40117649	6	96365981	overdominant	5.01 	NA	NA	NA
gnl.UG.Ssc.S46877016	14	78068318	dominant	9.85 	14	78054376	78078401
gnl.UG.Ssc.S35171181	8	145957776	dominant	4.58 	NA	NA	NA
LVRM1_0134_B11	13	143656188	overdominant	5.85 	NA	NA	NA
gnl.UG.Ssc.S39775249	15	139294435	overdominant	4.54 	4	67689687	67695447
gnl.UG.Ssc.S22271719	11	70296691	overdominant	4.65 	NA	NA	NA
gnl.UG.Ssc.S40381468	9	42304361	overdominant	4.57 	NA	NA	NA
gnl.UG.Ssc.S19540934	13	71661735	overdominant	4.56 	4	63919127	63950478
gnl.UG.Ssc.S19542061	2	12605988	dominant	4.90 	NA	NA	NA
gnl.UG.Ssc.S46880133	4	98139427	additive	48.66 	4	98011639	98033298
gnl.UG.Ssc.S26720615	11	24921076	overdominant	4.87 	3	135295916	135379560
gnl.UG.Ssc.S23764000	4	14742474	overdominant	4.90 	2	5513474	5515508
gnl.UG.Ssc.S6091647	6	4373781	overdominant	4.93 	1	188402704	188411403
MLTL1_0012_H05	5	8242870	dominant	5.27 	6	125425779	125437131
gnl.UG.Ssc.S31121529	17	47468919	dominant	4.89 	2	78798040	78832779
gnl.UG.Ssc.S20116759	9	30772077	overdominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S38675418	2	102986466	overdominant	4.73 	NA	NA	NA
gnl.UG.Ssc.S18270561	1	305774749	partial-dominant	24.32 	1	305269556	305284180
gnl.UG.Ssc.S35164653	9	67492313	partial-dominant	35.02 	NA	NA	NA
gnl.UG.Ssc.S18553947	17	68990915	partial-dominant	38.81 	NA	NA	NA
gnl.UG.Ssc.S22280936	12	5154794	overdominant	4.68 	NA	NA	NA
gnl.UG.Ssc.S40265193	15	28496293	overdominant	4.73 	NA	NA	NA
gnl.UG.Ssc.S18387006	10	25830220	dominant	4.63 	6	131542884	131563408
gnl.UG.Ssc.S35172585	1	146247253	dominant	4.53 	NA	NA	NA
gnl.UG.Ssc.S35168469	10	62591687	overdominant	5.39 	NA	NA	NA
gnl.UG.Ssc.S17524616	15	25128485	overdominant	5.02 	NA	NA	NA
gnl.UG.Ssc.S40042040	11	15826708	dominant	4.61 	NA	NA	NA
gnl.UG.Ssc.S35166376	6	65514430	dominant	5.04 	6	66685215	66695554
gnl.UG.Ssc.S34495577	8	4581849	partial-dominant	24.50 	8	3117315	3119425
gnl.UG.Ssc.S40513670	9	139599673	overdominant	4.98 	NA	NA	NA
gnl.UG.Ssc.S43309464	13	3670164	overdominant	4.49 	NA	NA	NA
OVRT1_0026_D05	9	42558705	dominant	6.10 	NA	NA	NA
gnl.UG.Ssc.S40096291	15	3017242	overdominant	5.11 	NA	NA	NA
OVRM1_0156_C06	6	92331473	overdominant	4.60 	NA	NA	NA
gnl.UG.Ssc.S35172116	7	29871564	overdominant	4.86 	NA	NA	NA
gnl.UG.Ssc.S35167216	15	127930943	overdominant	4.75 	18	6029289	6049266
gnl.UG.Ssc.S35165583	6	38961264	overdominant	10.07 	6	40095731	40101161
gnl.UG.Ssc.S18383401	5	4236943	dominant	4.54 	JH118861.1	177581	216380
gnl.UG.Ssc.S35166914	1	97538262	dominant	4.93 	7	53195104	53213366
gnl.UG.Ssc.S35170501	5	18335262	partial-dominant	6.51 	8	34048456	34405243
gnl.UG.Ssc.S25134978	15	99615337	dominant	4.77 	NA	NA	NA
gnl.UG.Ssc.S35171810	14	11665739	overdominant	4.68 	14	12845867	12978045
gnl.UG.Ssc.S6085761	9	115435374	dominant	4.82 	13	12197567	12222739
gnl.UG.Ssc.S46879777	5	18025972	overdominant	4.68 	4	121836332	121846084
gnl.UG.Ssc.S26719606	8	14946506	overdominant	4.74 	6	75922208	75928378
ITT01_0091_E01	15	20425002	overdominant	4.87 	NA	NA	NA
ADR01_0086_B11	16	35884503	overdominant	4.75 	2	31201367	31214635
gnl.UG.Ssc.S18377354	8	117356100	overdominant	5.30 	2	17185709	17205243
gnl.UG.Ssc.S23690755	14	114848572	overdominant	4.89 	NA	NA	NA
gnl.UG.Ssc.S18546119	17	64982346	overdominant	4.95 	NA	NA	NA
gnl.UG.Ssc.S18557140	12	24976658	overdominant	4.62 	NA	NA	NA
gnl.UG.Ssc.S19549758	6	105987112	overdominant	4.64 	14	24981764	25059565
gnl.UG.Ssc.S35171913	8	72643177	dominant	4.89 	NA	NA	NA
gnl.UG.Ssc.S40103354	7	9976814	overdominant	4.72 	NA	NA	NA
BFLT1_0034_B03	1	43741515	overdominant	4.97 	16	36535321	36587579
gnl.UG.Ssc.S17510715	1	285371535	overdominant	5.44 	NA	NA	NA
gnl.UG.Ssc.S40170943	15	54781266	overdominant	15.28 	NA	NA	NA
OVRM1_0075_D11	3	120863426	dominant	4.51 	3	119991708	120169493
